num,sgId,psName,sdName,wiwName,emdName,placeName,addr,floor,polling_source_year,normalized_psName,voters_2026,election_day_eligible_2026,election_day_votes_2026,election_day_turnout_2026,polling_place_count_2022,estimated_voters_per_polling_place,estimated_election_day_votes_per_polling_place,demand_source,estimated_ballots_m1,expected_election_day_votes_m2_proxy,투표소명,실제부족여부,투표중단여부,출처URL,confirmed_shortage_named,risk_ratio,risk_grade,is_fact
93,20260603,문정2동제1투,서울특별시,송파구,문정2동,"송파청소년센터(1층, 로비)",서울특별시 송파구 중대로4길 4 (문정동),1층,2026,문정2동제1투,23559,21294,12269,0.576171691556307,6,3926.5,2044.8333333333333,2026_actual,1900,2044.8333333333333,,,,,False,1.0762,YELLOW,False
94,20260603,문정2동제2투,서울특별시,송파구,문정2동,"올림픽훼밀리타운 관리사무소(1층, 입주자대표회의실)",서울특별시 송파구 중대로 24 (문정동),1층,2026,문정2동제2투,23559,21294,12269,0.576171691556307,6,3926.5,2044.8333333333333,2026_actual,1900,2044.8333333333333,문정2동 제2투표소,True,,https://amp.seoul.co.kr/news/politics/local-election2026/2026/06/03/20260603500165?cp=seoul&wlog_tag4=mo_rel_3,True,1.0762,RED,True
95,20260603,문정2동제3투,서울특별시,송파구,문정2동,"서울가원초등학교(1층, 인성배움터실)",서울특별시 송파구 중대로4길 8 (문정동),1층,2026,문정2동제3투,23559,21294,12269,0.576171691556307,6,3926.5,2044.8333333333333,2026_actual,1900,2044.8333333333333,,,,,False,1.0762,YELLOW,False
96,20260603,문정2동제4투,서울특별시,송파구,문정2동,"송파아이파크(E존 지하1층, 북카페)",서울특별시 송파구 법원로 55 (문정동),지하,2026,문정2동제4투,23559,21294,12269,0.576171691556307,6,3926.5,2044.8333333333333,2026_actual,1900,2044.8333333333333,,,,,False,1.0762,YELLOW,False
97,20260603,문정2동제5투,서울특별시,송파구,문정2동,"송파파크하비오오피스텔 북카페(202동2층, 관리사무소앞)",서울특별시 송파구 송파대로 111 (문정동),2층,2026,문정2동제5투,23559,21294,12269,0.576171691556307,6,3926.5,2044.8333333333333,2026_actual,1900,2044.8333333333333,,,,,False,1.0762,YELLOW,False
98,20260603,문정2동제6투,서울특별시,송파구,문정2동,"호텔 파크하비오(1층, 로비)","서울특별시 송파구 송파대로 111 (문정동, 파크하비오)",1층,2026,문정2동제6투,23559,21294,12269,0.576171691556307,6,3926.5,2044.8333333333333,2026_actual,1900,2044.8333333333333,,,,,False,1.0762,YELLOW,False
99,20260603,장지동제1투,서울특별시,송파구,장지동,"장지동주민센터(1층, 주민사랑방)",서울특별시 송파구 송이로31길 10 (문정동),1층,2026,장지동제1투,24762,20258,11558,0.5705400335669859,7,3537.4285714285716,1651.142857142857,2026_actual,1700,1651.142857142857,,,,,False,0.9713,YELLOW,False
100,20260603,장지동제2투,서울특별시,송파구,장지동,"문정고등학교(1층, 창의관 문정홀)",서울특별시 송파구 송이로34길 62 (문정동),1층,2026,장지동제2투,24762,20258,11558,0.5705400335669859,7,3537.4285714285716,1651.142857142857,2026_actual,1700,1651.142857142857,,,,,False,0.9713,YELLOW,False
101,20260603,장지동제3투,서울특별시,송파구,장지동,"문덕초등학교(2층, 다목적강당)",서울특별시 송파구 송이로34길 60 (문정동),2층,2026,장지동제3투,24762,20258,11558,0.5705400335669859,7,3537.4285714285716,1651.142857142857,2026_actual,1700,1651.142857142857,,,,,False,0.9713,YELLOW,False
102,20260603,장지동제4투,서울특별시,송파구,장지동,"문정시영아파트 상가(2층, 경로당 할머니방)",서울특별시 송파구 송이로31길 52 (문정동),2층,2026,장지동제4투,24762,20258,11558,0.5705400335669859,7,3537.4285714285716,1651.142857142857,2026_actual,1700,1651.142857142857,,,,,False,0.9713,YELLOW,False
103,20260603,장지동제5투,서울특별시,송파구,장지동,"문현중학교(1층, 중앙현관 로비)",서울특별시 송파구 충민로 99 (장지동),1층,2026,장지동제5투,24762,20258,11558,0.5705400335669859,7,3537.4285714285716,1651.142857142857,2026_actual,1700,1651.142857142857,,,,,False,0.9713,YELLOW,False
104,20260603,장지동제6투,서울특별시,송파구,장지동,"문현고등학교(2층, 체육관)",서울특별시 송파구 충민로 115 (장지동),2층,2026,장지동제6투,24762,20258,11558,0.5705400335669859,7,3537.4285714285716,1651.142857142857,2026_actual,1700,1651.142857142857,,,,,False,0.9713,YELLOW,False
105,20260603,장지동제7투,서울특별시,송파구,장지동,"문현초등학교(1층, 1-1반)",서울특별시 송파구 충민로 137 (장지동),1층,2026,장지동제7투,24762,20258,11558,0.5705400335669859,7,3537.4285714285716,1651.142857142857,2026_actual,1700,1651.142857142857,,,,,False,0.9713,YELLOW,False
106,20260603,잠실본동제1투,서울특별시,송파구,잠실본동,"잠실본동주민센터(5층, 다목적실)",서울특별시 송파구 백제고분로 145 (잠실동),3층이상,2026,잠실본동제1투,23310,19184,8686,0.45277314428690574,6,3885.0,1447.6666666666667,2026_actual,1900,1447.6666666666667,,,,,False,0.7619,GREEN,False
107,20260603,잠실본동제2투,서울특별시,송파구,잠실본동,"잠실본동주민센터(4층, 주민공유공간)",서울특별시 송파구 백제고분로 145 (잠실동),3층이상,2026,잠실본동제2투,23310,19184,8686,0.45277314428690574,6,3885.0,1447.6666666666667,2026_actual,1900,1447.6666666666667,,,,,False,0.7619,GREEN,False
108,20260603,잠실본동제3투,서울특별시,송파구,잠실본동,"잠전초등학교(1층, 다목적실)",서울특별시 송파구 올림픽로12길 51 (잠실동),1층,2026,잠실본동제3투,23310,19184,8686,0.45277314428690574,6,3885.0,1447.6666666666667,2026_actual,1900,1447.6666666666667,,,,,False,0.7619,GREEN,False
109,20260603,잠실본동제4투,서울특별시,송파구,잠실본동,"잠전초등학교(1층, 체육관)",서울특별시 송파구 올림픽로12길 51 (잠실동),1층,2026,잠실본동제4투,23310,19184,8686,0.45277314428690574,6,3885.0,1447.6666666666667,2026_actual,1900,1447.6666666666667,,,,,False,0.7619,GREEN,False
110,20260603,잠실본동제5투,서울특별시,송파구,잠실본동,"잠전초등학교(1층, 체육관)",서울특별시 송파구 올림픽로12길 51 (잠실동),1층,2026,잠실본동제5투,23310,19184,8686,0.45277314428690574,6,3885.0,1447.6666666666667,2026_actual,1900,1447.6666666666667,,,,,False,0.7619,GREEN,False
111,20260603,잠실본동제6투,서울특별시,송파구,잠실본동,"잠전초등학교(1층, 체육관)",서울특별시 송파구 올림픽로12길 51 (잠실동),1층,2026,잠실본동제6투,23310,19184,8686,0.45277314428690574,6,3885.0,1447.6666666666667,2026_actual,1900,1447.6666666666667,,,,,False,0.7619,GREEN,False
112,20260603,잠실2동제1투,서울특별시,송파구,잠실2동,"잠실2동주민센터(3층, 다목적실)",서울특별시 송파구 올림픽로 159 (잠실동),3층이상,2026,잠실2동제1투,25382,21036,12813,0.6090986879634912,7,3626.0,1830.4285714285713,2026_actual,1800,1830.4285714285713,,,,,False,1.0169,YELLOW,False
113,20260603,잠실2동제2투,서울특별시,송파구,잠실2동,"잠신중학교(1층, 미술1실)",서울특별시 송파구 잠실로 12 (잠실동),1층,2026,잠실2동제2투,25382,21036,12813,0.6090986879634912,7,3626.0,1830.4285714285713,2026_actual,1800,1830.4285714285713,,,,,False,1.0169,YELLOW,False
114,20260603,잠실2동제3투,서울특별시,송파구,잠실2동,"잠신초등학교(1층, 현관로비)",서울특별시 송파구 잠실로 32 (잠실동),1층,2026,잠실2동제3투,25382,21036,12813,0.6090986879634912,7,3626.0,1830.4285714285713,2026_actual,1800,1830.4285714285713,,,,,False,1.0169,YELLOW,False
115,20260603,잠실2동제4투,서울특별시,송파구,잠실2동,"잠신고등학교(1층, 삼정관 다모임방)",서울특별시 송파구 잠실로 24 (잠실동),1층,2026,잠실2동제4투,25382,21036,12813,0.6090986879634912,7,3626.0,1830.4285714285713,2026_actual,1800,1830.4285714285713,,,,,False,1.0169,YELLOW,False
116,20260603,잠실2동제5투,서울특별시,송파구,잠실2동,"잠일초등학교(1층, 현관로비A)",서울특별시 송파구 올림픽로 95 (잠실동),1층,2026,잠실2동제5투,25382,21036,12813,0.6090986879634912,7,3626.0,1830.4285714285713,2026_actual,1800,1830.4285714285713,,,,,False,1.0169,YELLOW,False
117,20260603,잠실2동제6투,서울특별시,송파구,잠실2동,"잠일초등학교(1층, 현관로비B)",서울특별시 송파구 올림픽로 95 (잠실동),1층,2026,잠실2동제6투,25382,21036,12813,0.6090986879634912,7,3626.0,1830.4285714285713,2026_actual,1800,1830.4285714285713,잠실2동 제6투표소,True,,https://www.fnnews.com/news/202606040629007170,True,1.0169,RED,True
118,20260603,잠실2동제7투,서울특별시,송파구,잠실2동,"신천중학교(1층, 음악실)",서울특별시 송파구 백제고분로 11 (잠실동),1층,2026,잠실2동제7투,25382,21036,12813,0.6090986879634912,7,3626.0,1830.4285714285713,2026_actual,1800,1830.4285714285713,,,,,False,1.0169,YELLOW,False
119,20260603,잠실3동제1투,서울특별시,송파구,잠실3동,"잠실3동주민센터(2층, 다목적실)",서울특별시 송파구 잠실로 51-31 (잠실동),2층,2026,잠실3동제1투,25010,22175,14182,0.6395490417136415,8,3126.25,1772.75,2026_actual,1500,1772.75,,,,,False,1.1818,ORANGE,False
120,20260603,잠실3동제2투,서울특별시,송파구,잠실3동,"신천초등학교(1층, 제2과학실험실)",서울특별시 송파구 올림픽로 215 (잠실동),1층,2026,잠실3동제2투,25010,22175,14182,0.6395490417136415,8,3126.25,1772.75,2026_actual,1500,1772.75,,,,,False,1.1818,ORANGE,False
121,20260603,잠실3동제3투,서울특별시,송파구,잠실3동,잠실5단지 경로당(1층),서울특별시 송파구 송파대로 567 (잠실동),1층,2026,잠실3동제3투,25010,22175,14182,0.6395490417136415,8,3126.25,1772.75,2026_actual,1500,1772.75,,,,,False,1.1818,ORANGE,False
122,20260603,잠실3동제4투,서울특별시,송파구,잠실3동,"갤러리아팰리스 A동(1층, 연회실)",서울특별시 송파구 올림픽로 212 (잠실동),1층,2026,잠실3동제4투,25010,22175,14182,0.6395490417136415,8,3126.25,1772.75,2026_actual,1500,1772.75,,,,,False,1.1818,ORANGE,False
123,20260603,잠실3동제5투,서울특별시,송파구,잠실3동,"송전초등학교(1층, 로비)",서울특별시 송파구 석촌호수로 159 (잠실동),1층,2026,잠실3동제5투,25010,22175,14182,0.6395490417136415,8,3126.25,1772.75,2026_actual,1500,1772.75,,,,,False,1.1818,ORANGE,False
124,20260603,잠실3동제6투,서울특별시,송파구,잠실3동,"레이크팰리스 생활지원센터(1층, 경로당)",서울특별시 송파구 잠실로 88 (잠실동),1층,2026,잠실3동제6투,25010,22175,14182,0.6395490417136415,8,3126.25,1772.75,2026_actual,1500,1772.75,,,,,False,1.1818,ORANGE,False
125,20260603,잠실3동제7투,서울특별시,송파구,잠실3동,"버들초등학교(1층, 로비)",서울특별시 송파구 석촌호수로 81 (잠실동),1층,2026,잠실3동제7투,25010,22175,14182,0.6395490417136415,8,3126.25,1772.75,2026_actual,1500,1772.75,,,,,False,1.1818,ORANGE,False
126,20260603,잠실3동제8투,서울특별시,송파구,잠실3동,"트리지움 생활지원센터(1층, 경로당)",서울특별시 송파구 잠실로 62 (잠실동),1층,2026,잠실3동제8투,25010,22175,14182,0.6395490417136415,8,3126.25,1772.75,2026_actual,1500,1772.75,,,,,False,1.1818,ORANGE,False
127,20260603,잠실4동제1투,서울특별시,송파구,잠실4동,"잠실4동주민센터(3층, 다목적실)",서울특별시 송파구 올림픽로35길 16 (신천동),3층이상,2026,잠실4동제1투,23735,19608,12652,0.6452468380252958,4,5933.75,3163.0,2026_actual,2900,3163.0,,,,,False,1.0907,YELLOW,False
128,20260603,잠실4동제2투,서울특별시,송파구,잠실4동,"잠실초등학교(1층, 해오름관 로비)",서울특별시 송파구 올림픽로35길 20 (신천동),1층,2026,잠실4동제2투,23735,19608,12652,0.6452468380252958,4,5933.75,3163.0,2026_actual,2900,3163.0,,,,,False,1.0907,YELLOW,False
129,20260603,잠실4동제3투,서울특별시,송파구,잠실4동,"잠실고등학교(1층, 본관 로비)",서울특별시 송파구 올림픽로33길 71 (신천동),1층,2026,잠실4동제3투,23735,19608,12652,0.6452468380252958,4,5933.75,3163.0,2026_actual,2900,3163.0,,,,,False,1.0907,YELLOW,False
130,20260603,잠실4동제4투,서울특별시,송파구,잠실4동,"잠현초등학교(1층, 본관로비)",서울특별시 송파구 올림픽로37길 109 (신천동),1층,2026,잠실4동제4투,23735,19608,12652,0.6452468380252958,4,5933.75,3163.0,2026_actual,2900,3163.0,,,,,False,1.0907,YELLOW,False
131,20260603,잠실4동제5투,서울특별시,송파구,잠실4동,"잠실래미안아이파크 아파트 103동(2층, 공공개방시설 나눔센터)",서울특별시 송파구 올림픽로 393 (신천동),2층,2026,잠실4동제5투,23735,19608,12652,0.6452468380252958,4,5933.75,3163.0,2026_actual,2900,3163.0,잠실4동 제5투표소,True,True,https://www.donga.com/news/Politics/article/all/20260603/134042934/1?gid=134043412&regdate=&srev=1,True,1.0907,RED,True
132,20260603,잠실4동제6투,서울특별시,송파구,잠실4동,"잠실래미안아이파크 아파트 104동(2층, 공공개방시설 라운지)",서울특별시 송파구 올림픽로 393 (신천동),2층,2026,잠실4동제6투,23735,19608,12652,0.6452468380252958,4,5933.75,3163.0,2026_actual,2900,3163.0,,,,,False,1.0907,YELLOW,False
133,20260603,잠실4동제7투,서울특별시,송파구,잠실4동,"잠실르엘 아파트 109동(1층, 공공개방시설 강당)",서울특별시 송파구 올림픽로 333 (신천동),1층,2026,잠실4동제7투,23735,19608,12652,0.6452468380252958,4,5933.75,3163.0,2026_actual,2900,3163.0,,,,,False,1.0907,YELLOW,False
134,20260603,잠실6동제1투,서울특별시,송파구,잠실6동,"잠실6동주민센터(1층, 생활체육교실)",서울특별시 송파구 올림픽로35길 120 (신천동),1층,2026,잠실6동제1투,13031,10078,5995,0.5948600912879539,3,4343.666666666667,1998.3333333333333,2026_actual,2100,1998.3333333333333,,,,,False,0.9516,YELLOW,False
135,20260603,잠실6동제2투,서울특별시,송파구,잠실6동,"잠동초등학교(1층, 대강당)",서울특별시 송파구 올림픽로35길 122 (신천동),1층,2026,잠실6동제2투,13031,10078,5995,0.5948600912879539,3,4343.666666666667,1998.3333333333333,2026_actual,2100,1998.3333333333333,,,,,False,0.9516,YELLOW,False
136,20260603,잠실6동제3투,서울특별시,송파구,잠실6동,"장미아파트 경로당(1층, 충효노인정)",서울특별시 송파구 올림픽로35길 104 (신천동),1층,2026,잠실6동제3투,13031,10078,5995,0.5948600912879539,3,4343.666666666667,1998.3333333333333,2026_actual,2100,1998.3333333333333,,,,,False,0.9516,YELLOW,False
137,20260603,잠실7동제1투,서울특별시,송파구,잠실7동,"송파문화원(1층, 강당)",서울특별시 송파구 올림픽로 44 (잠실동),1층,2026,잠실7동제1투,8019,6418,4164,0.6488002492988469,2,4009.5,2082.0,2026_actual,2000,2082.0,,,,,False,1.041,YELLOW,False
138,20260603,잠실7동제2투,서울특별시,송파구,잠실7동,"우성아파트 경로당(1층, 할아버지방)",서울특별시 송파구 올림픽로4길 42 (잠실동),1층,2026,잠실7동제2투,8019,6418,4164,0.6488002492988469,2,4009.5,2082.0,2026_actual,2000,2082.0,잠실7동 제2투표소,True,,https://www.seoul.co.kr/news/politics/local-election2026/2026/06/03/20260603500194?wlog_tag1=aiMbti_request_pc,True,1.041,RED,True
139,20260603,위례동제1투,서울특별시,송파구,위례동,"위례동주민센터(3층, 다목적실)",서울특별시 송파구 위례광장로 210 (장지동),3층이상,2026,위례동제1투,30760,25949,15419,0.5942040155690007,7,4394.285714285715,2202.714285714286,2026_actual,2100,2202.714285714286,,,,,False,1.0489,YELLOW,False
140,20260603,위례동제2투,서울특별시,송파구,위례동,서울송례초등학교(1층홀),서울특별시 송파구 위례순환로 439 (장지동),1층,2026,위례동제2투,30760,25949,15419,0.5942040155690007,7,4394.285714285715,2202.714285714286,2026_actual,2100,2202.714285714286,,,,,False,1.0489,YELLOW,False
141,20260603,위례동제3투,서울특별시,송파구,위례동,송례중학교(Ace동 1층 홀),서울특별시 송파구 위례순환로 429 (장지동),1층,2026,위례동제3투,30760,25949,15419,0.5942040155690007,7,4394.285714285715,2202.714285714286,2026_actual,2100,2202.714285714286,,,,,False,1.0489,YELLOW,False
142,20260603,위례동제4투,서울특별시,송파구,위례동,서울위례별초등학교(본관1층홀),서울특별시 송파구 위례광장로 243 (장지동),1층,2026,위례동제4투,30760,25949,15419,0.5942040155690007,7,4394.285714285715,2202.714285714286,2026_actual,2100,2202.714285714286,,,,,False,1.0489,YELLOW,False
143,20260603,위례동제5투,서울특별시,송파구,위례동,"위례포레샤인23단지아파트(2313동 1층, 다목적실)","서울특별시 송파구 위례순환로 477 (장지동, 위례포레샤인23단지)",1층,2026,위례동제5투,30760,25949,15419,0.5942040155690007,7,4394.285714285715,2202.714285714286,2026_actual,2100,2202.714285714286,위례동 제5투표소,True,,https://amp.seoul.co.kr/news/politics/local-election2026/2026/06/03/20260603500165?cp=seoul&wlog_tag4=mo_rel_3,True,1.0489,RED,True
144,20260603,위례동제6투,서울특별시,송파구,위례동,"송파레이크파크호반써밋1차아파트(1층, 경로당(실버하우스))","서울특별시 송파구 위례송파로 40 (거여동, 송파 레이크파크 호반써밋 Ⅰ)",1층,2026,위례동제6투,30760,25949,15419,0.5942040155690007,7,4394.285714285715,2202.714285714286,2026_actual,2100,2202.714285714286,,,,,False,1.0489,YELLOW,False
145,20260603,위례동제7투,서울특별시,송파구,위례동,덕수고등학교(1층홀),서울특별시 송파구 위례북로 10 (거여동),1층,2026,위례동제7투,30760,25949,15419,0.5942040155690007,7,4394.285714285715,2202.714285714286,2026_actual,2100,2202.714285714286,,,,,False,1.0489,YELLOW,False
146,20260603,위례동제8투,서울특별시,송파구,위례동,"위례솔중학교(2층, 중앙현관)",서울특별시 송파구 위례북로2길 10 (거여동),2층,2026,위례동제8투,30760,25949,15419,0.5942040155690007,7,4394.285714285715,2202.714285714286,2026_actual,2100,2202.714285714286,,,,,False,1.0489,YELLOW,False
