num,sgId,sgTypecode,sdName,wiwName,totSunsu,psSunsu,psEtcSunsu,totTusu,psTusu,psEtcTusu,turnout,vrOrder
1,20220601,3,서울특별시,송파구,569507,446992,122515,313297,190923,122374,55,26
